file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,setCompressed/1[boolean],false,54,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,getTagLength/1[int],false,109,0,1,1,0,2,2,7,1,1,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,10,10,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decodeTagOther/3[org.traccar.protocol.Position,org.traccar.protocol.ByteBuf,int]",false,150,3,2,1,1,28,17,91,0,0,3,17,1,1,0,0,0,0,8,38,0,11,1,0,0,0,8,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,(initializer 1),false,66,1,1,0,1,5,1,22,0,4,0,1,0,0,4,0,0,0,0,135,4,0,1,0,0,0,5,8,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decodeCompressedPositions/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",false,446,6,4,1,3,7,13,26,2,5,3,13,3,3,4,1,0,0,0,4,6,0,2,0,0,0,25,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,GalileoProtocolDecoder/1[org.traccar.Protocol],true,47,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,245,3,4,0,4,5,7,19,5,2,3,7,4,7,0,4,0,0,0,5,2,1,2,0,0,0,19,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"sendResponse/3[org.traccar.protocol.Channel,int,int]",false,117,3,3,3,0,2,5,8,0,1,3,5,0,0,0,1,0,0,0,1,1,0,1,0,0,0,12,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decodeTag/3[org.traccar.protocol.Position,org.traccar.protocol.ByteBuf,int]",false,126,3,4,3,1,19,5,32,0,0,3,5,1,2,0,0,0,9,8,30,0,21,1,0,0,0,23,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decodeIridiumPosition/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",false,286,6,4,1,3,9,21,47,2,9,3,21,3,3,3,3,0,1,0,16,10,7,3,0,0,0,31,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/GalileoProtocolDecoder.java,org.traccar.protocol.GalileoProtocolDecoder,"decodePhoto/3[org.traccar.protocol.Channel,java.net.SocketAddress,org.traccar.protocol.ByteBuf]",false,410,5,2,1,1,3,14,22,1,3,3,14,1,1,0,1,0,0,1,3,6,1,1,0,0,0,21,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/ExtendedObjectResource.java,org.traccar.api.ExtendedObjectResource,"get/4[boolean,long,long,long]",false,42,10,1,0,1,6,8,26,1,1,4,8,0,0,0,1,0,0,4,3,1,0,2,0,0,0,12,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/ExtendedObjectResource.java,org.traccar.api.ExtendedObjectResource,ExtendedObjectResource/1[java.lang.Class<T>],true,35,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/RstProtocol.java,org.traccar.protocol.RstProtocol,RstProtocol/1[org.traccar.config.Config],true,30,3,0,0,0,1,2,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/EnnfuProtocol.java,org.traccar.protocol.EnnfuProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",false,34,6,95,0,95,1,1,6,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/DingtekProtocol.java,org.traccar.protocol.DingtekProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",false,33,6,89,0,89,1,1,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/StarLinkProtocol.java,org.traccar.protocol.StarLinkProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",false,34,6,95,0,95,1,1,6,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/MxtProtocolDecoder.java,org.traccar.protocol.MxtProtocolDecoder,MxtProtocolDecoder/1[org.traccar.Protocol],true,35,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/MxtProtocolDecoder.java,org.traccar.protocol.MxtProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,71,6,1,0,1,13,32,78,3,14,3,32,1,1,0,2,0,3,0,48,15,19,2,0,0,0,41,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/MxtProtocolDecoder.java,org.traccar.protocol.MxtProtocolDecoder,"sendResponse/4[org.traccar.protocol.Channel,int,long,int]",false,43,3,1,1,0,8,11,23,0,3,4,11,0,0,1,6,0,0,0,9,4,0,3,0,0,0,28,10,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/StarcomProtocolDecoder.java,org.traccar.protocol.StarcomProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,35,5,15,0,15,27,28,82,1,6,3,28,0,0,1,5,0,2,26,9,7,6,3,0,0,0,24,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/StarcomProtocolDecoder.java,org.traccar.protocol.StarcomProtocolDecoder,StarcomProtocolDecoder/1[org.traccar.protocol.StarcomProtocol],true,29,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/AutoGradeProtocol.java,org.traccar.protocol.AutoGradeProtocol,AutoGradeProtocol/1[org.traccar.protocol.Config],true,31,3,1,0,1,1,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/CautelaProtocol.java,org.traccar.protocol.CautelaProtocol,CautelaProtocol/1[org.traccar.config.Config],true,31,3,0,0,0,1,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/WliProtocolDecoder.java,org.traccar.protocol.WliProtocolDecoder,WliProtocolDecoder/1[org.traccar.protocol.Protocol],true,35,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/WliProtocolDecoder.java,org.traccar.protocol.WliProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,41,9,23,0,23,23,44,113,4,14,3,44,0,0,1,7,0,0,2,32,17,13,5,0,0,0,42,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SkypatrolProtocolDecoder.java,org.traccar.protocol.SkypatrolProtocolDecoder,convertCoordinate/1[long],false,48,0,1,1,0,2,0,10,1,3,1,0,0,0,0,0,0,2,0,8,5,7,1,0,0,0,9,10,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SkypatrolProtocolDecoder.java,org.traccar.protocol.SkypatrolProtocolDecoder,SkypatrolProtocolDecoder/1[org.traccar.protocol.Protocol],true,39,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SkypatrolProtocolDecoder.java,org.traccar.protocol.SkypatrolProtocolDecoder,init/0,false,44,0,0,0,0,1,4,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SkypatrolProtocolDecoder.java,org.traccar.protocol.SkypatrolProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,63,8,11,0,11,31,27,101,4,9,3,27,1,1,0,6,0,0,1,44,11,6,2,0,0,0,31,4,1,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/OmnicommProtocol.java,org.traccar.protocol.OmnicommProtocol,OmnicommProtocol/1[org.traccar.protocol.Config],true,28,3,1,0,1,1,2,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/BaseDataHandler.java,org.traccar.BaseDataHandler,"channelRead/2[org.traccar.ChannelHandlerContext,java.lang.Object]",false,25,3,1,0,1,3,3,11,0,1,2,3,1,1,0,1,0,0,0,0,1,0,2,0,0,0,11,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/BaseDataHandler.java,org.traccar.BaseDataHandler,handlePosition/1[org.traccar.model.Position],false,36,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1028,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,"sendDataCommand/3[org.traccar.Channel,java.net.SocketAddress,org.traccar.Command]",false,32,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,getSupportedTextCommands/0,false,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,"sendTextCommand/2[java.lang.String,org.traccar.Command]",false,36,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,getName/0,false,26,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,getConnectorList/0,false,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/Protocol.java,org.traccar.Protocol,getSupportedDataCommands/0,false,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NetProtocolDecoder.java,org.traccar.protocol.NetProtocolDecoder,NetProtocolDecoder/1[org.traccar.Protocol],true,32,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/NetProtocolDecoder.java,org.traccar.protocol.NetProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,56,4,0,0,0,5,18,25,3,6,3,18,0,0,0,1,0,0,0,10,6,5,1,0,0,0,20,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Minifinder2Protocol.java,org.traccar.protocol.Minifinder2Protocol$Anonymous1,"addProtocolHandlers/2[org.traccar.protocol.PipelineBuilder,org.traccar.protocol.Config]",false,37,5,89,0,89,1,1,5,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/OsmAndProtocol.java,org.traccar.protocol.OsmAndProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",false,34,6,95,0,95,1,1,6,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/PricolProtocolDecoder.java,org.traccar.protocol.PricolProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,40,6,0,0,0,6,23,37,2,6,3,23,0,0,1,4,0,2,5,11,8,11,1,0,0,0,26,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/PricolProtocolDecoder.java,org.traccar.protocol.PricolProtocolDecoder,PricolProtocolDecoder/1[org.traccar.Protocol],true,34,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/V680Protocol.java,org.traccar.protocol.V680Protocol,V680Protocol/1[org.traccar.config.Config],true,31,3,0,0,0,1,2,19,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/TlvProtocol.java,org.traccar.protocol.TlvProtocol,TlvProtocol/1[org.traccar.protocol.Config],true,29,3,1,0,1,1,2,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/session/state/OverspeedProcessor.java,org.traccar.session.state.OverspeedProcessor,OverspeedProcessor/0,true,25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/session/state/OverspeedProcessor.java,org.traccar.session.state.OverspeedProcessor,"updateState/5[org.traccar.session.state.OverspeedState,org.traccar.session.state.Position,double,long,long]",false,29,3,7,0,7,7,13,32,0,5,5,13,0,0,0,2,0,0,0,2,5,1,4,0,0,0,18,9,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/CradlepointProtocol.java,org.traccar.protocol.CradlepointProtocol,CradlepointProtocol/1[org.traccar.protocol.Config],true,31,3,1,0,1,1,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/database/CommandsManager.java,org.traccar.database.CommandsManager,"updateCommand/2[boolean,long]",false,116,2,1,0,1,5,4,10,0,1,2,4,1,2,1,1,0,0,0,0,1,0,3,0,0,0,12,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/database/CommandsManager.java,org.traccar.database.CommandsManager,sendCommand/1[org.traccar.database.Command],false,64,9,1,0,1,7,17,32,2,5,1,17,0,0,0,3,0,0,8,0,5,1,2,0,0,0,22,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/database/CommandsManager.java,org.traccar.database.CommandsManager,"CommandsManager/5[org.traccar.database.Storage,org.traccar.database.ServerManager,org.traccar.sms.SmsManager,org.traccar.database.ConnectionManager,org.traccar.database.BroadcastService]",true,55,7,0,0,0,1,1,8,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/database/CommandsManager.java,org.traccar.database.CommandsManager,readQueuedCommands/1[long],false,95,2,2,1,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/database/CommandsManager.java,org.traccar.database.CommandsManager,"readQueuedCommands/2[long,int]",false,99,6,1,1,0,3,7,12,1,1,2,7,0,0,1,0,1,0,3,0,1,0,2,0,0,0,13,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/web/ResponseWrapper.java,org.traccar.web.ResponseWrapper$Anonymous1,close/0,false,59,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/web/ResponseWrapper.java,org.traccar.web.ResponseWrapper$Anonymous1,setWriteListener/1[org.traccar.web.WriteListener],false,45,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/web/ResponseWrapper.java,org.traccar.web.ResponseWrapper$Anonymous1,flush/0,false,54,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/web/ResponseWrapper.java,org.traccar.web.ResponseWrapper$Anonymous1,isReady/0,false,40,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/web/ResponseWrapper.java,org.traccar.web.ResponseWrapper$Anonymous1,write/1[int],false,49,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/EsealProtocol.java,org.traccar.protocol.EsealProtocol,EsealProtocol/1[org.traccar.config.Config],true,32,3,0,0,0,1,3,13,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/DmtHttpProtocol.java,org.traccar.protocol.DmtHttpProtocol$Anonymous1,"addProtocolHandlers/2[org.traccar.PipelineBuilder,org.traccar.config.Config]",false,34,6,95,0,95,1,1,6,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SiwiProtocolDecoder.java,org.traccar.protocol.SiwiProtocolDecoder,SiwiProtocolDecoder/1[org.traccar.Protocol],true,32,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/SiwiProtocolDecoder.java,org.traccar.protocol.SiwiProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,75,4,0,0,0,5,19,35,3,5,3,19,0,0,1,2,0,0,3,13,5,4,2,0,0,0,18,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/ObdDongleProtocol.java,org.traccar.protocol.ObdDongleProtocol,ObdDongleProtocol/1[org.traccar.protocol.Config],true,29,3,1,0,1,1,2,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/storage/DatabaseModule.java,org.traccar.storage.DatabaseModule,provideDataSource/1[org.traccar.storage.Config],false,44,10,0,0,0,6,22,42,1,12,1,22,0,0,0,3,2,0,3,2,12,0,2,0,0,0,34,9,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Mta6Protocol.java,org.traccar.protocol.Mta6Protocol,Mta6Protocol/1[org.traccar.protocol.Config],true,32,3,1,0,1,1,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/EnnfuProtocol.java,org.traccar.protocol.EnnfuProtocol,EnnfuProtocol/1[org.traccar.config.Config],true,31,3,0,0,0,1,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/UlbotechFrameDecoder.java,org.traccar.protocol.UlbotechFrameDecoder,"decode/3[org.traccar.protocol.ChannelHandlerContext,org.traccar.protocol.Channel,org.traccar.protocol.ByteBuf]",false,29,3,0,0,0,9,9,34,4,5,3,9,0,0,1,6,0,0,0,13,5,5,5,0,0,0,20,4,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/resource/DeviceResource.java,org.traccar.api.resource.DeviceResource,DeviceResource/0,true,70,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/resource/DeviceResource.java,org.traccar.api.resource.DeviceResource,updateAccumulators/1[org.traccar.api.resource.DeviceAccumulators],false,123,13,6,0,6,5,22,33,1,2,1,22,0,0,0,3,1,0,4,0,2,0,2,0,0,0,18,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/resource/DeviceResource.java,org.traccar.api.resource.DeviceResource,"uploadImage/3[long,java.io.File,java.lang.String]",false,167,12,1,0,1,2,10,12,2,5,3,10,0,0,0,1,1,0,7,0,5,1,2,0,0,0,21,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/api/resource/DeviceResource.java,org.traccar.api.resource.DeviceResource,"get/4[boolean,long,java.util.List<java.lang.String>,java.util.List<java.lang.Long>]",false,78,8,1,0,1,8,10,30,2,2,4,10,0,0,2,1,0,0,6,1,2,0,3,0,0,0,15,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/Jt600Protocol.java,org.traccar.protocol.Jt600Protocol,Jt600Protocol/1[org.traccar.protocol.Config],true,30,3,1,0,1,1,3,12,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/RuptelaProtocol.java,org.traccar.protocol.RuptelaProtocol,RuptelaProtocol/1[org.traccar.protocol.Config],true,30,3,1,0,1,1,3,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/AuroProtocolDecoder.java,org.traccar.protocol.AuroProtocolDecoder,AuroProtocolDecoder/1[org.traccar.Protocol],true,32,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/luizportela/Documents/udesc/7a-fase/quad/qualidade-trabalho/traccar/src/main/java/org/traccar/protocol/AuroProtocolDecoder.java,org.traccar.protocol.AuroProtocolDecoder,"decode/3[org.traccar.protocol.Channel,java.net.SocketAddress,java.lang.Object]",false,59,4,0,0,0,4,18,22,3,3,3,18,0,0,0,2,0,0,0,6,3,0,1,0,0,0,17,4,0,false
