commit,refactoring_type,description,file_path,class
bf3770fad4ceb7aeab4f1e686c3a49f3b1aa1592,Extract Variable,"Extract Variable beaconData : ByteBuf in method private decodeLocation(position Position, buf ByteBuf, codec int, model String) : void from class org.traccar.protocol.TeltonikaProtocolDecoder",src/main/java/org/traccar/protocol/TeltonikaProtocolDecoder.java,org.traccar.protocol.TeltonikaProtocolDecoder
03b9b90b50d82dcb41a79b95c26efcbd82a73fea,Extract Variable,"Extract Variable lac : int in method protected decode(channel Channel, remoteAddress SocketAddress, msg Object) : Object from class org.traccar.protocol.Minifinder2ProtocolDecoder",src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,org.traccar.protocol.Minifinder2ProtocolDecoder
03b9b90b50d82dcb41a79b95c26efcbd82a73fea,Extract Variable,"Extract Variable lac : int in method protected decode(channel Channel, remoteAddress SocketAddress, msg Object) : Object from class org.traccar.protocol.Minifinder2ProtocolDecoder",src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,org.traccar.protocol.Minifinder2ProtocolDecoder
03b9b90b50d82dcb41a79b95c26efcbd82a73fea,Extract Variable,"Extract Variable cid : long in method protected decode(channel Channel, remoteAddress SocketAddress, msg Object) : Object from class org.traccar.protocol.Minifinder2ProtocolDecoder",src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,org.traccar.protocol.Minifinder2ProtocolDecoder
03b9b90b50d82dcb41a79b95c26efcbd82a73fea,Extract Variable,"Extract Variable cid : long in method protected decode(channel Channel, remoteAddress SocketAddress, msg Object) : Object from class org.traccar.protocol.Minifinder2ProtocolDecoder",src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,org.traccar.protocol.Minifinder2ProtocolDecoder
03b9b90b50d82dcb41a79b95c26efcbd82a73fea,Extract Variable,"Extract Variable length : int in method protected decode(channel Channel, remoteAddress SocketAddress, msg Object) : Object from class org.traccar.protocol.Minifinder2ProtocolDecoder",src/main/java/org/traccar/protocol/Minifinder2ProtocolDecoder.java,org.traccar.protocol.Minifinder2ProtocolDecoder
2147ecb2d9fe0fb49b3f03dc650bc363e72e3fd2,Add Parameter,"Add Parameter skipReadonly : boolean in method public checkEdit(userId long, clazz Class<?>, addition boolean, skipReadonly boolean) : void from class org.traccar.api.security.PermissionsService",src/main/java/org/traccar/api/security/PermissionsService.java,org.traccar.api.security.PermissionsService
2147ecb2d9fe0fb49b3f03dc650bc363e72e3fd2,Add Parameter,"Add Parameter skipReadonly : boolean in method public checkEdit(userId long, clazz Class<?>, addition boolean, skipReadonly boolean) : void from class org.traccar.api.security.PermissionsService",src/main/java/org/traccar/api/security/PermissionsService.java,org.traccar.api.security.PermissionsService
2147ecb2d9fe0fb49b3f03dc650bc363e72e3fd2,Add Parameter,"Add Parameter skipReadonly : boolean in method public checkEdit(userId long, object BaseModel, addition boolean, skipReadonly boolean) : void from class org.traccar.api.security.PermissionsService",src/main/java/org/traccar/api/security/PermissionsService.java,org.traccar.api.security.PermissionsService
2147ecb2d9fe0fb49b3f03dc650bc363e72e3fd2,Add Parameter,"Add Parameter skipReadonly : boolean in method public checkEdit(userId long, object BaseModel, addition boolean, skipReadonly boolean) : void from class org.traccar.api.security.PermissionsService",src/main/java/org/traccar/api/security/PermissionsService.java,org.traccar.api.security.PermissionsService
e92dea78ebad3f921c031a974378a218c6bd90b1,Extract Variable,"Extract Variable data : ByteBuf in method private createLogRecord(ctx ChannelHandlerContext, msg Object) : LogRecord from class org.traccar.handler.network.StandardLoggingHandler",src/main/java/org/traccar/handler/network/StandardLoggingHandler.java,org.traccar.handler.network.StandardLoggingHandler
e92dea78ebad3f921c031a974378a218c6bd90b1,Extract Variable,"Extract Variable data : ByteBuf in method private createLogRecord(ctx ChannelHandlerContext, msg Object) : LogRecord from class org.traccar.handler.network.StandardLoggingHandler",src/main/java/org/traccar/handler/network/StandardLoggingHandler.java,org.traccar.handler.network.StandardLoggingHandler
8860d4a7e539bce2af3a144da41a992e91aeb556,Change Variable Type,"Change Variable Type parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Change Variable Type,"Change Variable Type parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Change Variable Type,"Change Variable Type parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Change Variable Type,"Change Variable Type parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Rename Variable,"Rename Variable parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Rename Variable,"Rename Variable parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
8860d4a7e539bce2af3a144da41a992e91aeb556,Rename Variable,"Rename Variable parser : Parser to index : int in method private decodeIgn(channel Channel, remoteAddress SocketAddress, v String[], type String) : Object from class org.traccar.protocol.Gl200TextProtocolDecoder",src/main/java/org/traccar/protocol/Gl200TextProtocolDecoder.java,org.traccar.protocol.Gl200TextProtocolDecoder
