commit,refactoring_type,description,file_path,class
de2219565e4a61aa0d64b03650ec36ef6d17de93,Rename Method,Rename Method private checksum(data byte[]) : int renamed to private udpchecksum(data ByteBuf) : int in class org.traccar.protocol.Xexun2ProtocolEncoder,src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Variable Type,"Change Variable Type message : byte[] to message : ByteBuf in method private encodeContent(uniqueId String, content String) : ByteBuf from class org.traccar.protocol.Xexun2ProtocolEncoder",src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Variable Type,"Change Variable Type message : byte[] to message : ByteBuf in method private encodeContent(uniqueId String, content String) : ByteBuf from class org.traccar.protocol.Xexun2ProtocolEncoder",src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Variable Type,"Change Variable Type message : byte[] to message : ByteBuf in method private encodeContent(uniqueId String, content String) : ByteBuf from class org.traccar.protocol.Xexun2ProtocolEncoder",src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Variable Type,"Change Variable Type message : byte[] to message : ByteBuf in method private encodeContent(uniqueId String, content String) : ByteBuf from class org.traccar.protocol.Xexun2ProtocolEncoder",src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Parameter Type,Change Parameter Type data : byte[] to data : ByteBuf in method private udpchecksum(data ByteBuf) : int from class org.traccar.protocol.Xexun2ProtocolEncoder,src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Parameter Type,Change Parameter Type data : byte[] to data : ByteBuf in method private udpchecksum(data ByteBuf) : int from class org.traccar.protocol.Xexun2ProtocolEncoder,src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
de2219565e4a61aa0d64b03650ec36ef6d17de93,Change Parameter Type,Change Parameter Type data : byte[] to data : ByteBuf in method private udpchecksum(data ByteBuf) : int from class org.traccar.protocol.Xexun2ProtocolEncoder,src/main/java/org/traccar/protocol/Xexun2ProtocolEncoder.java,org.traccar.protocol.Xexun2ProtocolEncoder
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Change Parameter Type,Change Parameter Type data : ByteBuf to data : ByteBuffer in method public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Change Parameter Type,Change Parameter Type data : ByteBuf to data : ByteBuffer in method public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Change Parameter Type,Change Parameter Type data : ByteBuf to data : ByteBuffer in method public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Change Parameter Type,Change Parameter Type data : ByteBuf to data : ByteBuffer in method public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Change Method Access Modifier,Change Method Access Modifier private to public in method public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
42e88c2bf95962f1274a8bbb6e8fc09af95f627f,Move And Rename Method,Move And Rename Method private udpchecksum(data ByteBuf) : int from class org.traccar.protocol.Xexun2ProtocolEncoder to public udp(data ByteBuffer) : int from class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
dbc5fc5dcf697dcc00d357bbca5fe4669325148b,Rename Method,Rename Method public udp(data ByteBuffer) : int renamed to public ip(data ByteBuffer) : int in class org.traccar.helper.Checksum,src/main/java/org/traccar/helper/Checksum.java,org.traccar.helper.Checksum
dbc5fc5dcf697dcc00d357bbca5fe4669325148b,Parameterize Variable,"Parameterize Variable result : ByteBuf to out : ByteBuf in method protected encode(ctx ChannelHandlerContext, msg ByteBuf, out ByteBuf) : void from class org.traccar.protocol.Xexun2FrameEncoder",src/main/java/org/traccar/protocol/Xexun2FrameEncoder.java,org.traccar.protocol.Xexun2FrameEncoder
